,loss_best,accuracy_best,data.nb_data,data.key,model.emb_dim,model.nb_layers,model.block.nb_heads,nb_params
0,0.24558822810649872,0.0,2,qatool,4,2,2,2612
1,6.024665566428666e-08,1.0,2,qatool,8,2,2,6248
2,2.0576532477889486e-08,1.0,2,qatool,12,2,2,10908
3,1.4054793773254914e-08,1.0,2,qatool,16,2,2,16592
4,1.2666949267270411e-08,1.0,2,qatool,20,2,2,23300
5,1.12814939612349e-08,1.0,2,qatool,24,2,2,31032
6,7.266906187908262e-09,1.0,2,qatool,28,2,2,39788
7,6.38449471068725e-09,1.0,2,qatool,32,2,2,49568
8,5.64243585188251e-09,1.0,2,qatool,36,2,2,60372
9,5.820552928526013e-09,1.0,2,qatool,40,2,2,72200
10,3.3370382013231392e-09,1.0,2,qatool,44,2,2,85052
11,2.5466038167110128e-09,1.0,2,qatool,48,2,2,98928
12,2.982958324793117e-09,1.0,2,qatool,52,2,2,113828
13,5.067549158077611e-10,1.0,2,qatool,56,2,2,129752
14,1.231739377161034e-09,1.0,2,qatool,60,2,2,146700
15,3.5858194191717985e-10,1.0,2,qatool,64,2,2,164672
16,1.0258974225685336e-10,1.0,2,qatool,68,2,2,183668
17,5.70440639169334e-10,1.0,2,qatool,72,2,2,203688
18,3.012277371983174e-10,1.0,2,qatool,76,2,2,224732
19,1.0322537269402687e-09,1.0,2,qatool,80,2,2,246800
20,5.260836766218802e-10,1.0,2,qatool,88,2,2,294008
21,4.103589690274134e-10,1.0,2,qatool,96,2,2,345312
22,9.621928948044811e-11,1.0,2,qatool,104,2,2,400712
23,0.0,1.0,2,qatool,112,2,2,460208
24,0.0,1.0,2,qatool,120,2,2,523800
25,0.0,1.0,2,qatool,128,2,2,591488
26,5.500910265254788e-05,1.0,2,qa,4,2,2,2612
27,2.643031216109648e-08,1.0,2,qa,8,2,2,6248
28,9.080141083472881e-09,1.0,2,qa,12,2,2,10908
29,8.732802925237593e-09,1.0,2,qa,16,2,2,16592
30,6.589457868244608e-09,1.0,2,qa,20,2,2,23300
31,4.30845625842835e-09,1.0,2,qa,24,2,2,31032
32,2.8935556173337318e-09,1.0,2,qa,28,2,2,39788
33,8.07403921498917e-10,1.0,2,qa,32,2,2,49568
34,0.0,1.0,2,qa,36,2,2,60372
35,0.0,1.0,2,qa,40,2,2,72200
36,4.1727160615678827e-10,1.0,2,qa,44,2,2,85052
37,0.0,1.0,2,qa,48,2,2,98928
38,3.6623434840343805e-10,1.0,2,qa,52,2,2,113828
39,0.0,1.0,2,qa,56,2,2,129752
40,0.0,1.0,2,qa,60,2,2,146700
41,0.0,1.0,2,qa,64,2,2,164672
42,0.0,1.0,2,qa,68,2,2,183668
43,0.0,1.0,2,qa,72,2,2,203688
44,0.0,1.0,2,qa,76,2,2,224732
45,0.0,1.0,2,qa,80,2,2,246800
46,0.0,1.0,2,qa,88,2,2,294008
47,0.0,1.0,2,qa,96,2,2,345312
48,0.0,1.0,2,qa,104,2,2,400712
49,0.0,1.0,2,qa,112,2,2,460208
50,0.0,1.0,2,qa,120,2,2,523800
51,0.0,1.0,2,qa,128,2,2,591488
52,0.6853381991386414,0.0,4,qatool,4,2,2,2612
53,2.065297906028718e-07,1.0,4,qatool,8,2,2,6248
54,2.2513850339578312e-08,1.0,4,qatool,12,2,2,10908
55,1.733847021512247e-08,1.0,4,qatool,16,2,2,16592
56,1.3470084603284249e-08,1.0,4,qatool,20,2,2,23300
57,1.3623917105576311e-08,1.0,4,qatool,24,2,2,31032
58,9.502048037290933e-09,1.0,4,qatool,28,2,2,39788
59,1.091899548555375e-08,1.0,4,qatool,32,2,2,49568
60,1.0038131215139856e-08,1.0,4,qatool,36,2,2,60372
61,9.489037999799166e-09,1.0,4,qatool,40,2,2,72200
62,9.193867889223384e-09,1.0,4,qatool,44,2,2,85052
63,7.404905577601539e-09,1.0,4,qatool,48,2,2,98928
64,5.757027743413801e-09,1.0,4,qatool,52,2,2,113828
65,3.2386449078103396e-09,1.0,4,qatool,56,2,2,129752
66,1.4205481235762818e-09,1.0,4,qatool,60,2,2,146700
67,4.636276251801519e-09,1.0,4,qatool,64,2,2,164672
68,2.2410437949815787e-09,1.0,4,qatool,68,2,2,183668
69,1.5885061044329518e-09,1.0,4,qatool,72,2,2,203688
70,1.2514899117022082e-09,1.0,4,qatool,76,2,2,224732
71,2.32209074191303e-09,1.0,4,qatool,80,2,2,246800
72,8.038037457858138e-10,1.0,4,qatool,88,2,2,294008
73,9.736138562033148e-10,1.0,4,qatool,96,2,2,345312
74,1.487528988874942e-10,1.0,4,qatool,104,2,2,400712
75,9.078659352068641e-11,1.0,4,qatool,112,2,2,460208
76,7.839305871115698e-10,1.0,4,qatool,120,2,2,523800
77,2.591224457226815e-10,1.0,4,qatool,128,2,2,591488
78,0.0761350467801094,0.8125,4,qa,4,2,2,2612
79,3.747183896507522e-08,1.0,4,qa,8,2,2,6248
80,1.786025549677106e-08,1.0,4,qa,12,2,2,10908
81,1.0793915983242641e-08,1.0,4,qa,16,2,2,16592
82,1.027483076398994e-08,1.0,4,qa,20,2,2,23300
83,9.013834123550168e-09,1.0,4,qa,24,2,2,31032
84,4.793796914981385e-09,1.0,4,qa,28,2,2,39788
85,2.704481083526389e-09,1.0,4,qa,32,2,2,49568
86,1.6897883092781285e-09,1.0,4,qa,36,2,2,60372
87,1.4058949560080691e-09,1.0,4,qa,40,2,2,72200
88,0.0,1.0,4,qa,44,2,2,85052
89,8.235988002702754e-10,1.0,4,qa,48,2,2,98928
90,2.105706026211962e-10,1.0,4,qa,52,2,2,113828
91,0.0,1.0,4,qa,56,2,2,129752
92,0.0,1.0,4,qa,60,2,2,146700
93,1.8531311207770074e-10,1.0,4,qa,64,2,2,164672
94,0.0,1.0,4,qa,68,2,2,183668
95,0.0,1.0,4,qa,72,2,2,203688
96,0.0,1.0,4,qa,76,2,2,224732
97,0.0,1.0,4,qa,80,2,2,246800
98,0.0,1.0,4,qa,88,2,2,294008
99,0.0,1.0,4,qa,96,2,2,345312
100,0.0,1.0,4,qa,104,2,2,400712
101,0.0,1.0,4,qa,112,2,2,460208
102,0.0,1.0,4,qa,120,2,2,523800
103,0.0,1.0,4,qa,128,2,2,591488
104,0.8180045485496521,0.0,8,qatool,4,2,2,2612
105,6.147782551124692e-05,1.0,8,qatool,8,2,2,6248
106,2.684864419677524e-08,1.0,8,qatool,12,2,2,10908
107,1.919180725451497e-08,1.0,8,qatool,16,2,2,16592
108,1.76512706673293e-08,1.0,8,qatool,20,2,2,23300
109,1.2215974898310833e-08,1.0,8,qatool,24,2,2,31032
110,1.385447045976207e-08,1.0,8,qatool,28,2,2,39788
111,9.149069946090549e-09,1.0,8,qatool,32,2,2,49568
112,1.0799087846180555e-08,1.0,8,qatool,36,2,2,60372
113,8.397570638862817e-09,1.0,8,qatool,40,2,2,72200
114,1.1355426821069159e-08,1.0,8,qatool,44,2,2,85052
115,9.60542667627351e-09,1.0,8,qatool,48,2,2,98928
116,9.86082415721512e-09,1.0,8,qatool,52,2,2,113828
117,8.88134721321876e-09,1.0,8,qatool,56,2,2,129752
118,8.249330996079607e-09,1.0,8,qatool,60,2,2,146700
119,8.774598825311841e-09,1.0,8,qatool,64,2,2,164672
120,8.609810642212778e-09,1.0,8,qatool,68,2,2,183668
121,5.163600214075359e-09,1.0,8,qatool,72,2,2,203688
122,4.911437923027506e-09,1.0,8,qatool,76,2,2,224732
123,5.957229820552357e-09,1.0,8,qatool,80,2,2,246800
124,2.7554614145941514e-09,1.0,8,qatool,88,2,2,294008
125,3.62808028064876e-09,1.0,8,qatool,96,2,2,345312
126,2.0156782909452886e-09,1.0,8,qatool,104,2,2,400712
127,2.7763631393895594e-09,1.0,8,qatool,112,2,2,460208
128,7.780014965597104e-10,1.0,8,qatool,120,2,2,523800
129,1.2472158861243088e-09,1.0,8,qatool,128,2,2,591488
130,0.540528416633606,0.0,8,qa,4,2,2,2612
131,1.016573207834881e-07,1.0,8,qa,8,2,2,6248
132,2.4165837331224793e-08,1.0,8,qa,12,2,2,10908
133,1.3968807444086906e-08,1.0,8,qa,16,2,2,16592
134,1.1611465566829793e-08,1.0,8,qa,20,2,2,23300
135,1.053019715868686e-08,1.0,8,qa,24,2,2,31032
136,9.248768861880308e-09,1.0,8,qa,28,2,2,39788
137,6.482519410155874e-09,1.0,8,qa,32,2,2,49568
138,8.915055360603219e-09,1.0,8,qa,36,2,2,60372
139,5.778734823991272e-09,1.0,8,qa,40,2,2,72200
140,4.2894288121431146e-09,1.0,8,qa,44,2,2,85052
141,4.7809805003851125e-09,1.0,8,qa,48,2,2,98928
142,2.3353787792501635e-09,1.0,8,qa,52,2,2,113828
143,9.691810687328939e-10,1.0,8,qa,56,2,2,129752
144,1.9159571706950373e-09,1.0,8,qa,60,2,2,146700
145,1.5457907176497088e-09,1.0,8,qa,64,2,2,164672
146,4.73261374533962e-10,1.0,8,qa,68,2,2,183668
147,3.678487792146967e-10,1.0,8,qa,72,2,2,203688
148,1.7295695986518922e-09,1.0,8,qa,76,2,2,224732
149,3.1564681424178787e-10,1.0,8,qa,80,2,2,246800
150,3.1516003695664097e-10,1.0,8,qa,88,2,2,294008
151,1.6152301718364015e-09,1.0,8,qa,96,2,2,345312
152,8.701406817301915e-10,1.0,8,qa,104,2,2,400712
153,0.0,1.0,8,qa,112,2,2,460208
154,0.0,1.0,8,qa,120,2,2,523800
155,9.816922830196972e-10,1.0,8,qa,128,2,2,591488
156,1.040050745010376,0.0,16,qatool,4,2,2,2612
157,0.025663379579782486,0.6875,16,qatool,8,2,2,6248
158,9.066666706303295e-08,1.0,16,qatool,12,2,2,10908
159,1.9339237766757833e-08,1.0,16,qatool,16,2,2,16592
160,1.6334986696620035e-08,1.0,16,qatool,20,2,2,23300
161,1.5053753799065817e-08,1.0,16,qatool,24,2,2,31032
162,1.39167566359788e-08,1.0,16,qatool,28,2,2,39788
163,1.2136228022541218e-08,1.0,16,qatool,32,2,2,49568
164,1.0142040984817413e-08,1.0,16,qatool,36,2,2,60372
165,1.0839547925911575e-08,1.0,16,qatool,40,2,2,72200
166,8.962524056244092e-09,1.0,16,qatool,44,2,2,85052
167,9.846574222649451e-09,1.0,16,qatool,48,2,2,98928
168,9.523872357419805e-09,1.0,16,qatool,52,2,2,113828
169,1.003989691383822e-08,1.0,16,qatool,56,2,2,129752
170,8.7023934725039e-09,1.0,16,qatool,60,2,2,146700
171,1.0024606922343082e-08,1.0,16,qatool,64,2,2,164672
172,9.215487040137305e-09,1.0,16,qatool,68,2,2,183668
173,5.7349329729561305e-09,1.0,16,qatool,72,2,2,203688
174,1.1772492314321426e-08,1.0,16,qatool,76,2,2,224732
175,1.0832537533644881e-08,1.0,16,qatool,80,2,2,246800
176,8.112978733265663e-09,1.0,16,qatool,88,2,2,294008
177,9.034510917160787e-09,1.0,16,qatool,96,2,2,345312
178,6.1742881918291914e-09,1.0,16,qatool,104,2,2,400712
179,4.3493884049894405e-09,1.0,16,qatool,112,2,2,460208
180,5.017712911836725e-09,1.0,16,qatool,120,2,2,523800
181,5.410726533483512e-09,1.0,16,qatool,128,2,2,591488
182,1.1203737258911133,0.0,16,qa,4,2,2,2612
183,2.0322790078353137e-05,1.0,16,qa,8,2,2,6248
184,3.0087541347256774e-08,1.0,16,qa,12,2,2,10908
185,2.220230221894326e-08,1.0,16,qa,16,2,2,16592
186,1.500591295666709e-08,1.0,16,qa,20,2,2,23300
187,1.4537076431508922e-08,1.0,16,qa,24,2,2,31032
188,1.1111627173931993e-08,1.0,16,qa,28,2,2,39788
189,8.139840801391074e-09,1.0,16,qa,32,2,2,49568
190,8.743763935115112e-09,1.0,16,qa,36,2,2,60372
191,8.79178152501936e-09,1.0,16,qa,40,2,2,72200
192,9.143967361069372e-09,1.0,16,qa,44,2,2,85052
193,5.606766162458143e-09,1.0,16,qa,48,2,2,98928
194,6.282404818591658e-09,1.0,16,qa,52,2,2,113828
195,5.6976938722641535e-09,1.0,16,qa,56,2,2,129752
196,5.948723291737679e-09,1.0,16,qa,60,2,2,146700
197,3.7000476016402217e-09,1.0,16,qa,64,2,2,164672
198,4.054737434699973e-09,1.0,16,qa,68,2,2,183668
199,2.233859985878439e-09,1.0,16,qa,72,2,2,203688
200,3.5162639466790324e-09,1.0,16,qa,76,2,2,224732
201,3.4465714726650276e-09,1.0,16,qa,80,2,2,246800
202,1.6797433444182275e-09,1.0,16,qa,88,2,2,294008
203,3.3229980989091246e-09,1.0,16,qa,96,2,2,345312
204,2.8021513998055525e-09,1.0,16,qa,104,2,2,400712
205,1.2934576743006687e-09,1.0,16,qa,112,2,2,460208
206,8.061709633189196e-10,1.0,16,qa,120,2,2,523800
207,4.043231971451178e-09,1.0,16,qa,128,2,2,591488
208,1.153153419494629,0.0,32,qatool,4,2,2,2612
209,0.21476145088672638,0.0078125,32,qatool,8,2,2,6248
210,0.0007316613919101655,1.0,32,qatool,12,2,2,10908
211,6.953550979460488e-08,1.0,32,qatool,16,2,2,16592
212,1.5617724002936484e-08,1.0,32,qatool,20,2,2,23300
213,1.550800199368041e-08,1.0,32,qatool,24,2,2,31032
214,1.3946865884406634e-08,1.0,32,qatool,28,2,2,39788
215,1.216302702999883e-08,1.0,32,qatool,32,2,2,49568
216,1.2715057451373468e-08,1.0,32,qatool,36,2,2,60372
217,1.2468219345862508e-08,1.0,32,qatool,40,2,2,72200
218,1.1367663255157368e-08,1.0,32,qatool,44,2,2,85052
219,1.1526842591536024e-08,1.0,32,qatool,48,2,2,98928
220,1.2657343617661354e-08,1.0,32,qatool,52,2,2,113828
221,8.39747205105823e-09,1.0,32,qatool,56,2,2,129752
222,9.300745951179579e-09,1.0,32,qatool,60,2,2,146700
223,7.668470303201502e-09,1.0,32,qatool,64,2,2,164672
224,8.65571436747814e-09,1.0,32,qatool,68,2,2,183668
225,9.162473446622244e-09,1.0,32,qatool,72,2,2,203688
226,9.8098231759991e-09,1.0,32,qatool,76,2,2,224732
227,9.637566300568778e-09,1.0,32,qatool,80,2,2,246800
228,8.459307032637753e-09,1.0,32,qatool,88,2,2,294008
229,1.0950814477439508e-08,1.0,32,qatool,96,2,2,345312
230,1.0657783100498364e-08,1.0,32,qatool,104,2,2,400712
231,8.344327895315473e-09,1.0,32,qatool,112,2,2,460208
232,9.111169596565105e-09,1.0,32,qatool,120,2,2,523800
233,9.937878076016204e-09,1.0,32,qatool,128,2,2,591488
234,1.404390573501587,0.0,32,qa,4,2,2,2612
235,0.08059763163328171,0.609375,32,qa,8,2,2,6248
236,3.13126861328783e-07,1.0,32,qa,12,2,2,10908
237,2.6458319979383305e-08,1.0,32,qa,16,2,2,16592
238,1.898053980653458e-08,1.0,32,qa,20,2,2,23300
239,1.5741168368776925e-08,1.0,32,qa,24,2,2,31032
240,1.4183389573929617e-08,1.0,32,qa,28,2,2,39788
241,1.2054283793361265e-08,1.0,32,qa,32,2,2,49568
242,1.1280471667873826e-08,1.0,32,qa,36,2,2,60372
243,1.0173509146227389e-08,1.0,32,qa,40,2,2,72200
244,1.0419657137106242e-08,1.0,32,qa,44,2,2,85052
245,9.125944444576817e-09,1.0,32,qa,48,2,2,98928
246,9.31726873432126e-09,1.0,32,qa,52,2,2,113828
247,9.676162093796847e-09,1.0,32,qa,56,2,2,129752
248,7.990808015279072e-09,1.0,32,qa,60,2,2,146700
249,8.426544795270274e-09,1.0,32,qa,64,2,2,164672
250,8.053971711774466e-09,1.0,32,qa,68,2,2,183668
251,9.565201075645291e-09,1.0,32,qa,72,2,2,203688
252,9.335350270589515e-09,1.0,32,qa,76,2,2,224732
253,6.2906582165567215e-09,1.0,32,qa,80,2,2,246800
254,7.159325576822084e-09,1.0,32,qa,88,2,2,294008
255,7.470169371970314e-09,1.0,32,qa,96,2,2,345312
256,6.229279314595715e-09,1.0,32,qa,104,2,2,400712
257,6.246774653106968e-09,1.0,32,qa,112,2,2,460208
258,5.554366300231095e-09,1.0,32,qa,120,2,2,523800
259,5.769048794235232e-09,1.0,32,qa,128,2,2,591488
260,1.1427093744277954,0.0,64,qatool,4,2,2,2612
261,0.36550086736679077,0.0,64,qatool,8,2,2,6248
262,0.06822943687438965,0.171875,64,qatool,12,2,2,10908
263,2.2636480935034342e-05,1.0,64,qatool,16,2,2,16592
264,3.9081939462448645e-08,1.0,64,qatool,20,2,2,23300
265,1.5504998174264983e-08,1.0,64,qatool,24,2,2,31032
266,1.3920650410170765e-08,1.0,64,qatool,28,2,2,39788
267,1.3968373124839673e-08,1.0,64,qatool,32,2,2,49568
268,1.3419974465023188e-08,1.0,64,qatool,36,2,2,60372
269,1.29965735951032e-08,1.0,64,qatool,40,2,2,72200
270,1.357330159379444e-08,1.0,64,qatool,44,2,2,85052
271,1.0806289196807484e-08,1.0,64,qatool,48,2,2,98928
272,1.1863400928291412e-08,1.0,64,qatool,52,2,2,113828
273,1.1333434635218964e-08,1.0,64,qatool,56,2,2,129752
274,1.1501018803983243e-08,1.0,64,qatool,60,2,2,146700
275,7.664283430131036e-09,1.0,64,qatool,64,2,2,164672
276,7.61498686330242e-09,1.0,64,qatool,68,2,2,183668
277,7.533671464443614e-09,1.0,64,qatool,72,2,2,203688
278,9.176388537923685e-09,1.0,64,qatool,76,2,2,224732
279,7.765055265451792e-09,1.0,64,qatool,80,2,2,246800
280,8.00745958429161e-09,1.0,64,qatool,88,2,2,294008
281,8.61066329349569e-09,1.0,64,qatool,96,2,2,345312
282,8.686767749566116e-09,1.0,64,qatool,104,2,2,400712
283,1.0027910946064367e-08,1.0,64,qatool,112,2,2,460208
284,9.485344953930053e-09,1.0,64,qatool,120,2,2,523800
285,9.96093518779162e-09,1.0,64,qatool,128,2,2,591488
286,1.4733805656433105,0.0,64,qa,4,2,2,2612
287,0.46023765206336975,0.0390625,64,qa,8,2,2,6248
288,0.004527591168880463,1.0,64,qa,12,2,2,10908
289,2.737130273544608e-07,1.0,64,qa,16,2,2,16592
290,2.684704369926294e-08,1.0,64,qa,20,2,2,23300
291,2.079448080394286e-08,1.0,64,qa,24,2,2,31032
292,1.6943848990536026e-08,1.0,64,qa,28,2,2,39788
293,1.5980006651261647e-08,1.0,64,qa,32,2,2,49568
294,1.671109650658309e-08,1.0,64,qa,36,2,2,60372
295,1.1421093404351268e-08,1.0,64,qa,40,2,2,72200
296,1.7779315797383788e-08,1.0,64,qa,44,2,2,85052
297,1.0796312288618992e-08,1.0,64,qa,48,2,2,98928
298,9.988725402365617e-09,1.0,64,qa,52,2,2,113828
299,9.419522051246076e-09,1.0,64,qa,56,2,2,129752
300,8.389481109816188e-09,1.0,64,qa,60,2,2,146700
301,9.02704133665111e-09,1.0,64,qa,64,2,2,164672
302,9.391294852889587e-09,1.0,64,qa,68,2,2,183668
303,9.065948880504493e-09,1.0,64,qa,72,2,2,203688
304,8.656649619354084e-09,1.0,64,qa,76,2,2,224732
305,8.403447715465973e-09,1.0,64,qa,80,2,2,246800
306,7.615206243372086e-09,1.0,64,qa,88,2,2,294008
307,8.816791741139696e-09,1.0,64,qa,96,2,2,345312
308,7.797270384912736e-09,1.0,64,qa,104,2,2,400712
309,8.085544678237966e-09,1.0,64,qa,112,2,2,460208
310,7.1884991292847644e-09,1.0,64,qa,120,2,2,523800
311,6.825459308856807e-09,1.0,64,qa,128,2,2,591488
312,1.2974239587783813,0.0,128,qatool,4,2,2,2612
313,0.4546477794647217,0.0,128,qatool,8,2,2,6248
314,0.16200362145900726,0.017578125,128,qatool,12,2,2,10908
315,0.02322421967983246,0.560546875,128,qatool,16,2,2,16592
316,4.379013989819214e-05,1.0,128,qatool,20,2,2,23300
317,5.144480752505842e-08,1.0,128,qatool,24,2,2,31032
318,1.4550458615758544e-08,1.0,128,qatool,28,2,2,39788
319,1.5049224089125346e-08,1.0,128,qatool,32,2,2,49568
320,1.3605827575702278e-08,1.0,128,qatool,36,2,2,60372
321,1.2864636467213586e-08,1.0,128,qatool,40,2,2,72200
322,1.1577415470753749e-08,1.0,128,qatool,44,2,2,85052
323,7.715247996031849e-09,1.0,128,qatool,48,2,2,98928
324,7.807368085366306e-09,1.0,128,qatool,52,2,2,113828
325,7.716600691765052e-09,1.0,128,qatool,56,2,2,129752
326,7.945562430222708e-09,1.0,128,qatool,60,2,2,146700
327,8.06296185373867e-09,1.0,128,qatool,64,2,2,164672
328,6.451916334526686e-09,1.0,128,qatool,68,2,2,183668
329,6.373768179912531e-09,1.0,128,qatool,72,2,2,203688
330,7.315187566803161e-09,1.0,128,qatool,76,2,2,224732
331,6.037538913261642e-09,1.0,128,qatool,80,2,2,246800
332,3.4180722696675048e-09,1.0,128,qatool,88,2,2,294008
333,3.63493724009345e-09,1.0,128,qatool,96,2,2,345312
334,4.468585057537666e-09,1.0,128,qatool,104,2,2,400712
335,2.8824351794298764e-09,1.0,128,qatool,112,2,2,460208
336,2.0075596740554147e-09,1.0,128,qatool,120,2,2,523800
337,3.1956166601787572e-09,1.0,128,qatool,128,2,2,591488
338,1.558988332748413,0.0234375,128,qa,4,2,2,2612
339,0.7370991706848145,0.03515625,128,qa,8,2,2,6248
340,0.26433563232421875,0.1328125,128,qa,12,2,2,10908
341,0.004308256786316633,1.0,128,qa,16,2,2,16592
342,2.708951569729834e-06,1.0,128,qa,20,2,2,23300
343,3.798243142227875e-08,1.0,128,qa,24,2,2,31032
344,2.1541326944429784e-08,1.0,128,qa,28,2,2,39788
345,1.767028656729508e-08,1.0,128,qa,32,2,2,49568
346,1.582308328806903e-08,1.0,128,qa,36,2,2,60372
347,1.2414966832352547e-08,1.0,128,qa,40,2,2,72200
348,1.1584032399980515e-08,1.0,128,qa,44,2,2,85052
349,1.2764033385792573e-08,1.0,128,qa,48,2,2,98928
350,1.1751188466746498e-08,1.0,128,qa,52,2,2,113828
351,1.0801282535055634e-08,1.0,128,qa,56,2,2,129752
352,1.1034465785542125e-08,1.0,128,qa,60,2,2,146700
353,9.353383845223107e-09,1.0,128,qa,64,2,2,164672
354,7.877724250704432e-09,1.0,128,qa,68,2,2,183668
355,8.699334586026453e-09,1.0,128,qa,72,2,2,203688
356,8.660165029539257e-09,1.0,128,qa,76,2,2,224732
357,8.890360447821877e-09,1.0,128,qa,80,2,2,246800
358,7.403821999929505e-09,1.0,128,qa,88,2,2,294008
359,7.653261135942557e-09,1.0,128,qa,96,2,2,345312
360,5.781271017468725e-09,1.0,128,qa,104,2,2,400712
361,8.100348836137528e-09,1.0,128,qa,112,2,2,460208
362,6.464257573668419e-09,1.0,128,qa,120,2,2,523800
363,5.180759821143965e-09,1.0,128,qa,128,2,2,591488
364,1.2580323219299316,0.0,256,qatool,4,2,2,2612
365,0.4909901022911072,0.0,256,qatool,8,2,2,6248
366,0.2755189538002014,0.0029296875,256,qatool,12,2,2,10908
367,0.09197825938463211,0.130859375,256,qatool,16,2,2,16592
368,0.0014644841430708766,0.998046875,256,qatool,20,2,2,23300
369,7.225723038573051e-06,1.0,256,qatool,24,2,2,31032
370,1.0510034087474196e-07,1.0,256,qatool,28,2,2,39788
371,1.704000851532328e-08,1.0,256,qatool,32,2,2,49568
372,1.2758851752892042e-08,1.0,256,qatool,36,2,2,60372
373,1.3293421474713796e-08,1.0,256,qatool,40,2,2,72200
374,1.1953304124290298e-08,1.0,256,qatool,44,2,2,85052
375,9.552975299698119e-09,1.0,256,qatool,48,2,2,98928
376,8.429591247249846e-09,1.0,256,qatool,52,2,2,113828
377,6.94886947982809e-09,1.0,256,qatool,56,2,2,129752
378,7.907531518469568e-09,1.0,256,qatool,60,2,2,146700
379,5.734360986053844e-09,1.0,256,qatool,64,2,2,164672
380,6.472261837586757e-09,1.0,256,qatool,68,2,2,183668
381,3.252860425462245e-09,1.0,256,qatool,72,2,2,203688
382,5.879873476999364e-09,1.0,256,qatool,76,2,2,224732
383,5.350622167554775e-09,1.0,256,qatool,80,2,2,246800
384,4.652507268332329e-09,1.0,256,qatool,88,2,2,294008
385,4.407554765606392e-09,1.0,256,qatool,96,2,2,345312
386,2.9850362182060053e-09,1.0,256,qatool,104,2,2,400712
387,3.980041185513983e-09,1.0,256,qatool,112,2,2,460208
388,1.7555183973172461e-09,1.0,256,qatool,120,2,2,523800
389,2.482588801200336e-09,1.0,256,qatool,128,2,2,591488
390,1.533908724784851,0.0146484375,256,qa,4,2,2,2612
391,0.8768137693405151,0.0478515625,256,qa,8,2,2,6248
392,0.45740363001823425,0.037109375,256,qa,12,2,2,10908
393,0.1592794954776764,0.09375,256,qa,16,2,2,16592
394,0.0030688252300024033,1.0,256,qa,20,2,2,23300
395,2.31310332310386e-05,1.0,256,qa,24,2,2,31032
396,1.0114963799878751e-07,1.0,256,qa,28,2,2,39788
397,2.5470283659956294e-08,1.0,256,qa,32,2,2,49568
398,2.0316434756750823e-08,1.0,256,qa,36,2,2,60372
